All data are per superstep
#Border Thickness, Send Gap, Recv Gap, Com validation gap, total, runtime
DATA,50
b0,0.00015211045270368032,0.00013838260215596248,0.0003214155099750126,0.0006119085648346554,24.993552114698105
b1,0.00016687938071314288,0.00014130643149468333,0.00038897049076723993,0.0006971563029750661,25.17351486510597
b2,0.00016646200464969104,0.00014170803035432143,0.0002588321023809149,0.0005670021373849274,28.046486355015077
b3,0.0001730802696242667,0.00014405651588550477,0.0003225603423613524,0.0006396971278711239,28.098121503484435
b4,0.0001789057640717113,0.0001465779618777679,0.0003586702581424826,0.0006841539840919618,26.251492404029705
b5,0.00018400952907366428,0.00014937082638165,0.00016442078357656667,0.0004978011390318809,27.30402439122554
b6,0.00018765613365555003,0.0001525056548416625,0.0002470153309534201,0.0005871771194506327,26.239081789040938
b7,0.00019320436228540953,0.00015457950584175237,8.518678572265397e-05,0.00043297065384981584,27.23735370626673
b8,0.00020153722143733397,0.00015764640021580174,9.514875502126073e-05,0.0004543323766743964,26.122184667619877
b9,0.00021176269446083332,0.00016240905489892855,1.879809624081151e-05,0.00039296984560057335,27.38861528103007
DATA,100
b0,0.00016904415443561846,0.00014366673606832205,0.00040719000884102626,0.0007199008993449668,49.34310715913307
b1,0.00017434182052042139,0.00014520960524798095,0.0002739982508674508,0.0005935496766358531,55.458206640483695
b2,0.0001840439658345857,0.00015089169485560714,0.00034229230922868536,0.0006772279699188781,51.189000888727605
b3,0.00019184231306777145,0.00015523556309441906,8.88086773874607e-05,0.00043588655354965123,52.602165197138675
b4,0.00021158152427117562,0.00016174834713132441,0.00012144541927675199,0.000494775290679252,50.895335796056315
b5,0.0002271438290162786,0.0001696097643746571,1.528923090691369e-05,0.0004120428242978494,52.45398165518418
b6,0.00024443860877199167,0.00017568023447692084,1.6661187894190277e-05,0.0004367800311431028,51.1091310022166
b7,0.0002692932872811809,0.00017897877329409523,1.7147463799957936e-05,0.00046541952437523405,52.6966385517735
b8,0.00031239148977750536,0.0001845778340273625,1.7962503157573215e-05,0.0005149318269624411,54.503850277513266
b9,0.00037307247550904756,0.00019061047304791667,1.8289190299424602e-05,0.0005819721388563889,54.44878058129689
