All data are per superstep
#Border Thickness, Send Gap, Recv Gap, Com validation gap, total, runtime
DATA,50
b0,0.030968168284744496,0.011817500926554002,0.0022365921176969996,0.0450222613289955,34.6676631757291
b1,0.021482878073583,0.0030779806547805,0.0019940214115195002,0.026554880139883,34.073030058527365
b2,0.0227058927606165,0.0014329050900405,0.0008745509355018334,0.025013348786158834,34.39472788164858
b3,0.018464716049493,0.0008082733838805001,0.000391717127058625,0.01966470656043212,34.97683903481811
b4,0.014526268001646001,0.000560959428549,0.0006943072075954999,0.0157815346377905,34.82250348222442
b5,0.012260257014228,0.00042648044958,0.000628450613779375,0.013315188077587376,35.25390960078221
b6,0.010656595255048501,0.00034870441803299995,0.00041442818474025006,0.011419727857821752,35.530057688825764
b7,0.009754849001182501,0.000259703549091,0.00036813611222896877,0.01038268866250247,35.40495969355106
b8,0.008641643591949,0.00022609362430350003,0.00016583799151702777,0.009033575207769528,35.855016182526015
b9,0.008133124001323499,0.00018848408944950002,0.000373878306709225,0.008695486397482225,36.147823982988484
DATA,2750
b0,0.0333136168774215,0.011949176900088001,0.0044301848392935,0.049692978616803,37.71811714384239
b1,0.026744608709122496,0.003119029686786,0.000738386181183125,0.030602024577091623,38.83757801505271
b2,0.025969356958134005,0.001452722858328,0.0012579621785940834,0.028680041995056086,38.20983803970739
b3,0.020130643184529,0.000807777891168,0.000557666237000375,0.021496087312697375,38.120792735600844
b4,0.016035238490439002,0.000564485415816,0.0002658098237589,0.016865533730013902,38.544784274185076
b5,0.013653192901984499,0.0004308081115605,0.00019913224969058332,0.014283133263235583,38.834278895985335
b6,0.012055378847954998,0.000351949112625,0.00024727741921585713,0.012654605379795856,38.78470710932743
b7,0.010938240011457,0.0002691562403925,0.00023987439635671877,0.01144727064820622,39.08931020391174
b8,0.0097034449896045,0.00023627655011400003,0.00039080794279772223,0.010330529482516221,39.30846306728199
b9,0.008880471019074,0.0002064421540125,0.00038290537195280006,0.0094698185450393,39.89114668732509
DATA,3000
b0,0.037690253462643,0.0115911858156315,0.0025248026358895,0.051806241914164,41.395556950359605
b1,0.031344183895272,0.0031255005742425,0.00117978331400075,0.03564946778351525,41.30946744757239
b2,0.0277054119699945,0.001436034489114,0.0003434320678935,0.029484878527002,41.99089441180695
b3,0.021941828381386502,0.000823745911476,0.00024356317589993752,0.02300913746876244,42.89387210109271
b4,0.0179627327015625,0.000590518442913,0.00036822869442405,0.018921479838899552,42.23743363737594
b5,0.0153441391885275,0.0004285304069835,0.0003997590780879167,0.01617242867359892,42.62297675956506
b6,0.013768243270792502,0.00034889773399199997,0.0003134197655267143,0.014430560770311216,42.968428576597944
b7,0.012086634262231501,0.0002752331638485,0.000348617075360375,0.012710484501440376,42.77907590416726
b8,0.011230003638451499,0.00023715948272100002,0.00015142823879916667,0.011618591359971665,43.75073709944263
b9,0.010035674041137,0.00019786179764249998,0.00014533356297760002,0.010378869401757099,44.065981230232865
DATA,3250
b0,0.040640825638548,0.011830972158349499,0.00252665998414175,0.05499845778103924,44.994886792381294
b1,0.0362470801919715,0.0032957708463074997,0.001134526799432875,0.04067737783771188,44.971585893654265
b2,0.0306809860436865,0.0014658841925355001,0.00034482113551350004,0.0324916913717355,47.00371991097927
b3,0.023583143629368003,0.0008877992222564999,0.0005458724626805625,0.025016815314305066,46.742893501301296
b4,0.019328259420582,0.0005887437378974999,0.00059548743302,0.0205124905914995,45.83943410683423
b5,0.016388229036238502,0.0004420885428165,0.00017456143784025,0.017004879016895253,46.85277304239571
b6,0.014578223652540002,0.000362128684563,0.0004982826067134643,0.015438634943816466,46.864105979329906
b7,0.013545747176975998,0.0002819180663205,0.00038332215626724997,0.014210987399563748,46.77693427854683
b8,0.011235634958009999,0.00024774445531199995,0.00014085365304099997,0.011624233066362998,47.82478013657965
b9,0.010823402565438,0.00020581271965049999,0.00027543498435990003,0.0113046502694484,47.466529060620815
DATA,3500
b0,0.044454444490839004,0.0117046729428705,0.004792858846486,0.06095197628019551,48.79589689034037
b1,0.0409577914979295,0.0031327856122515003,0.00106092297937725,0.04515150008955825,49.22859404562041
b2,0.032617492911717,0.0014389761102675,0.0009814666894575,0.035037935711441995,48.91615347925108
b3,0.025526988043566,0.0008418448269375002,0.0012994988792343126,0.02766833174973781,49.15896946808789
b4,0.020749352674467002,0.000571930035948,0.00046961270272729996,0.021790895413142303,50.06977085105609
b5,0.018252734560519502,0.000427692022641,0.0004026141832582499,0.019083040766418754,50.03987007739488
b6,0.0157661755885245,0.00036698787672750005,0.0004728916683234286,0.016606055133575427,50.66688525106292
b7,0.0144504165073155,0.00027659730403650003,0.00027714729367290625,0.015004161105024906,50.5031577028567
b8,0.012966983990433001,0.00023831909574,0.0003433906563764722,0.013548693742549474,51.73385578417219
