All data are per superstep
#Border Thickness, Send Gap, Recv Gap, Com validation gap, total, runtime
DATA,50
b9,3.602681866309524e-06,3.026182567440476e-06,4.493780175430556e-06,1.1122644609180557e-05,0.16669112723320723
DATA,80
b0,1.430721299367857e-06,1.136907598092262e-06,2.873495557449008e-06,5.4411244549091275e-06,0.17031948920339374
b1,1.680291265188095e-06,1.3158657580666666e-06,3.022101194050595e-06,6.018258217305357e-06,0.15983760927338125
b2,1.6421761496785713e-06,1.6410459509249999e-06,2.383741749716667e-06,5.666963850320239e-06,0.16318701393902302
b3,1.5604960185142859e-06,1.5586256123428569e-06,2.5217964624365076e-06,5.64091809329365e-06,0.16382745117880398
b4,2.1130316391964287e-06,1.717302467797619e-06,2.789263297538195e-06,6.619597404532243e-06,0.1690412691095845
b5,2.1929547767142854e-06,2.139434495592857e-06,2.6820934311089286e-06,7.014482703416071e-06,0.1716320622945205
b6,2.074379719679167e-06,2.4393032718541664e-06,3.483023222846528e-06,7.996706214379862e-06,0.16849044780246925
b7,2.890066908914286e-06,2.2994542849142856e-06,4.619867023494444e-06,9.809388217323015e-06,0.1708631133660675
b8,2.967375829548214e-06,2.534955690117857e-06,4.251231855180357e-06,9.753563374846428e-06,0.17544337094295775
b9,3.431243674107143e-06,2.8824456782738094e-06,2.820735856417659e-06,9.134425208798612e-06,0.182181676500477
DATA,90
b0,1.7121723402166665e-06,1.7801286756160715e-06,3.041381742583532e-06,6.533682758416269e-06,0.20360610890202224
b1,1.7123895564261905e-06,1.7935802812690475e-06,2.5085443335156745e-06,6.0145141712109125e-06,0.20404182490892697
b2,1.9199460179410714e-06,1.724604295478572e-06,2.841229572714881e-06,6.485779886134525e-06,0.19533272960688924
b3,2.2446686801142857e-06,2.0537093015714284e-06,2.7744286131880955e-06,7.07280659487381e-06,0.20483571407385176
b4,2.5996719376041666e-06,2.226172318125e-06,3.6113220082212304e-06,8.437166263950396e-06,0.19749958673492052
b5,2.847488836521429e-06,2.879869481121428e-06,4.153614974625e-06,9.880973292267856e-06,0.20359987544361524
b6,2.9533461202e-06,2.8375448891708335e-06,3.116363465475694e-06,8.907254474846527e-06,0.225159482914023
b7,3.197731538857143e-06,2.7219716844190472e-06,4.656660178351587e-06,1.0576363401627778e-05,0.21878293575719
b8,4.038981361521429e-06,3.0105438781821425e-06,2.9820495650973217e-06,1.0031574804800892e-05,0.21318537206389027
b9,4.415001649999999e-06,3.304085805119048e-06,3.5462292125605157e-06,1.1265316667679563e-05,0.2326634695054965
DATA,100
b0,1.6127240895809526e-06,1.9260338463244047e-06,2.595677228999206e-06,6.134435164904564e-06,0.241527852951549
b1,1.7985519546547618e-06,1.8906572626690478e-06,2.90284737102004e-06,6.592056588343849e-06,0.23741298017557724
b2,1.8608684296767859e-06,1.811340223955357e-06,2.564523518750595e-06,6.236732172382738e-06,0.23026947723701574
b3,2.3737095207714285e-06,2.584900773523809e-06,2.9331980465305552e-06,7.891808340825793e-06,0.23855479259509577
b4,2.40492203922619e-06,1.95965907233631e-06,2.9913037054474204e-06,7.35588481700992e-06,0.242379522882402
b5,2.307142962557143e-06,2.349736002685714e-06,3.007322084158334e-06,7.66420104940119e-06,0.24174164724536276
b6,3.1676751354791664e-06,3.247100135504166e-06,4.066067372655556e-06,1.0480842643638888e-05,0.23021522071212502
b7,3.700743665866666e-06,3.698925369447619e-06,4.855468351807143e-06,1.2255137387121428e-05,0.2566574024967847
b8,3.6921402040178575e-06,2.932375147264285e-06,5.699088796973214e-06,1.2323604148255356e-05,0.25028231367468856
b9,4.124586998869047e-06,3.275265621488095e-06,6.1203336661001985e-06,1.3520186286457342e-05,0.23485343798529348
